Category,Item Name,Margin %,Cost,Active Price
SHOES,KP - 31009,100,0,260
SHOES,KS - 31011,100,0,260
SHOES,KP - 31063,100,0,280
SHOES,KP - 31020,100,0,280
SHOES,KP - 31005,100,0,260
SHOES,KQ - 33777,100,0,460
SHOES,KC - 25172,100,0,400
SHOES,C - 8,100,0,260
SHOES,KQ - 33512,100,0,350
SHOES,9096 - 9625,100,0,260
SHOES,KC - 25176,100,0,400
SHOES,KP - 31076,100,0,280
SHOES,9098 - 822,100,0,260
SHOES,JT - 024,100,0,280
SHOES,KP - 31017,100,0,260
SHOES,KQ - 33670,100,0,350
SHOES,KS - 21987,100,0,280
SHOES,KQ - 33700,100,0,350
SHOES,KS - 21822,100,0,260
SHOES,KQ 33722,8.57,320,350
SHOES,305 - 05015,100,0,450
SHOES,KQ - 33387,100,0,350
SHOES,2138 - 38011,100,0,260
SHOES,6071 - A14,100,0,260
SHOES,JT - 055,100,0,280
SHOES,JT - 056,100,0,280
SHOES,JT - 027,100,0,280
SHOES,2158 - 58001,100,0,380
SHOES,8286 - 86002,100,0,380
SHOES,Y - 02,10,270,300
SHOES,305 - 05010,7.14,390,420
SHOES,Y - 01,10,270,300
SHOES,AA - 5,100,0,400
SHOES,KN - 3,100,0,300
SHOES,G - 11,20,200,250
SHOES,R - 4,100,0,230
SHOES,KQ - 33682,100,0,350
SHOES,HK - 13,10.71,250,280
SHOES,KL - 19,100,0,330
SHOES,AA - 4,100,0,400
SHOES,JHT - 7A,100,0,430
SHOES,KP - 31014,100,0,260
SHOES,KC - 25170,20,320,400
SHOES,KQ - 33681,100,0,350
SHOES,KN - 4,100,0,300
SHOES,KN - 2,100,0,300
SHOES,KN - 5,100,0,300
SHOES,KN - 1,100,0,300
SHOES,KQ - 33653,100,0,350
SHOES,JT - 017,100,0,280
SHOES,U - 2134,100,0,330
SHOES,JT - 058,100,0,280
SHOES,AA - 7,100,0,400
SHOES,JT - 050,100,0,280
SHOES,UB - B34,100,0,330
SHOES,KQ   31036,100,0,280
SHOES,KQ - 33425,100,0,350
SHOES,KQ - 33606,100,0,350
SHOES,UG - B02,100,0,330
SHOES,KP - 31002,100,0,260
SHOES,U - 2248,100,0,330
SHOES,KQ - 33672,100,0,350
SHOES,KP - 31003,100,0,260
SHOES,KP - 31010,100,0,260
SHOES,B - 04,100,0,280
SHOES,U - 2239,100,0,330
SHOES,KL - 04,100,0,330
SHOES,KL - 21,100,0,330
SHOES,KL - 24,100,0,330
SHOES,HK - 34,100,0,280
SHOES,U - 2253,100,0,330
SHOES,9096 - 9612,100,0,260
SHOES,AK - 037,17.86,230,280
SHOES,HK - 53,100,0,280
SHOES,D - 276 -1,100,0,330
SHOES,D - 245 -1,12.12,290,330
SHOES,D - 277 -1,12.12,290,330
SHOES,KIDS WHITE SNEAKER 31-36,100,0,800
SHOES,ES - 51,100,0,320
SHOES,A002 - 09W,100,0,260
SHOES,9096 - 9602,100,0,260
SHOES,ES - 56,100,0,320
SHOES,ES - 55,100,0,320
SHOES,ES - 53,100,0,320
SHOES,B - 816,100,0,330
SHOES,AK - 064,10.71,250,280
SHOES,D - 325,100,0,330
SHOES,9098 - 50,100,0,260
SHOES,D - 274 - 3,100,0,330
SHOES,D - 4,100,0,430
SHOES,ST - 7B,100,0,330
SHOES,D - 30,100,0,500
SHOES,D - 42,100,0,450
SHOES,A 002 - 24W,100,0,280
SHOES,9096 - 9614,11.54,230,260
SHOES,9096 - 9604,100,0,260
SHOES,8391 - 1001,100,0,260
SHOES,2136 - 27,100,0,260
SHOES,9096 - 9606,100,0,260
SHOES,JHT - 52,100,0,430
SHOES,JHT - 51,100,0,430
SHOES,A 003 - 20W,100,0,250
SHOES,D - 274 - 2,9.09,300,330
SHOES,D - 3208 -1,100,0,330
SHOES,KS - 045,100,0,330
SHOES,KID WHITE SNEAKER 26-30,100,0,750
SHOES,HT - 4B,100,0,350
SHOES,JHT - 50,100,0,430
SHOES,HT - 4A,100,0,350
SHOES,ST - 7A,100,0,330
SHOES,SY - 59,100,0,330
SHOES,ST - 4B,100,0,330
SHOES,018 - 13 SLIDE,100,0,430
SHOES,ST - 4A,100,0,330
SHOES,A - 003 - 12W,100,0,280
SHOES,SY - 1A,100,0,330
SHOES,9098 - 57,100,0,260
SHOES,D - 207,100,0,300
SHOES,D - 2253,100,0,300
SHOES,C,100,0,450
SHOES,KQ - 33571,100,0,380
SHOES,SS - 67,100,0,280
SHOES,C - 4,100,0,280
SHOES,BR - 5,100,0,280
SHOES,ST - 1B,100,0,330
SHOES,ABC - 3,100,0,280
SHOES,AB -  9,100,0,450
SHOES,MG - 071,14.29,300,350
SHOES,SS - 65,100,0,280
SHOES,ST - 1A,100,0,330
SHOES,SY - 577,100,0,330
SHOES,WH - 4024,100,0,500
SHOES,2136 - 2,100,0,260
SHOES,A003 - 12W,100,0,280
SHOES,ES -57,100,0,320
SHOES,ES - 54,100,0,320
SHOES,ES - 52,100,0,320
SHOES,LILAS HEELS,100,0,"1,100.00"
SHOES,ES - 50,100,0,320
SHOES,WH - 4024 25-30,100,0,500
SHOES,WH - 4024 31-36,100,0,530
SHOES,WH4 - 029,100,0,530
SHOES,SY - 7B,100,0,330
SHOES,AA - 2,100,0,380
SHOES,SY - 574,100,0,330
SHOES,9098 - 52,100,0,260
SHOES,SY - 575,100,0,330
SHOES,A002 - 02W,100,0,280
SHOES,SY - 759,100,0,330
SHOES,KS 21957,10.71,250,280
SHOES,HA - 028,100,0,330
SHOES,HA - 027,100,0,330
SHOES,HK - 65,10.71,250,280
SHOES,XT - 11A,100,0,280
SHOES,KS - T08-2,100,0,330
SHOES,GS - 147A,100,0,280
SHOES,BR - 10,100,0,280
SHOES,BXT - 11,100,0,280
SHOES,HA - 010,100,0,330
SHOES,HA - 011,100,0,330
SHOES,KS 21898,0,280,280
SHOES,BTX - 11,100,0,280
SHOES,KS - 21958,100,0,280
SHOES,KQ - 33446,100,0,350
SHOES,KS -  21923,100,0,280
SHOES,GS - 156B,100,0,280
SHOES,B148,100,0,280
SHOES,GS - 156A,100,0,280
SHOES,XC - 07B,100,0,280
SHOES,XC - 07A,100,0,280
SHOES,D - 301L,11.11,400,450
SHOES,D - 301M,12.5,350,400
SHOES,D - 302S,5.41,350,370
SHOES,D - 302L,11.11,400,450
SHOES,D - 302M,12.5,350,400
SHOES,MG - 074,100,0,280
SHOES,MG - 081,100,0,280
SHOES,MG - 036,28.57,200,280
SHOES,D - 301S,100,0,350
SHOES,MG - 540,100,0,280
SHOES,9098 - 801,100,0,260
SHOES,KS - 21964,100,0,280
SHOES,9098 - 49,11.54,230,260
SHOES,2136 - 2120,8.57,320,350
SHOES,8137 - 136,11.54,230,260
SHOES,D - 303M,100,0,400
SHOES,D - 303S,100,0,350
SHOES,D - 303L,100,0,450
SHOES,9098 - 45,11.54,230,260
SHOES,SY - B114,100,0,330
SHOES,KS - 21920,100,0,280
SHOES,GH KIDS SNEAKER 32-37,0,650,0
SHOES,KS - 21967,100,0,280
SHOES,JORDAN 40 - 45 HIGH,18.18,900,"1,100.00"
SHOES,KC 25152,12.5,350,400
SHOES,KQ 33514,5.71,330,350
SHOES,GHT  26-31,100,0,630
SHOES,KQ 33498,5.71,330,350
SHOES,KQ 33515,5.71,330,350
SHOES,KQ 33518,5.71,330,350
SHOES,KQ - 33583,100,0,350
SHOES,KQ - 33524,100,0,350
SHOES,KS - 21922,100,0,280
SHOES,KS 21921,10.71,250,280
SHOES,KQ 33523,100,0,350
SHOES,KS - 21909,100,0,280
SHOES,KS - 21978,100,0,280
SHOES,KS - 21904,100,0,280
SHOES,KQ - 33476,100,0,350
SHOES,GHT KIDS SNEAKERS,100,0,600
SHOES,9098 - 58,11.54,230,260
SHOES,KS - T08 - 3,100,0,330
SHOES,388 - 4,27.27,400,550
SHOES,025 -3,100,0,750
SHOES,9096 - 9607,100,0,260
SHOES,KS 21915,10.71,250,280
SHOES,KS - 21898,100,0,280
SHOES,KS - 21902,100,0,280
SHOES,KS  - T09,100,0,330
SHOES,BR - 11,100,0,280
SHOES,2136 - 44,7.5,370,400
SHOES,KIDS WHITE 21 - 25,100,0,700
SHOES,6071 - A9,100,0,260
SHOES,KQ - 23017,100,0,350
SHOES,KQ - 33475,100,0,350
SHOES,KQ - 33484,100,0,350
SHOES,KS - 21924,100,0,280
SHOES,9096 - 9609,100,0,260
SHOES,KS - 21937,100,0,280
SHOES,9098 - 60,11.54,230,260
SHOES,JK - 5,100,0,750
SHOES,BABOO CROCKS KIDS,100,0,450
SHOES,VIGO SNEAKERS,100,0,380
SHOES,KQ - 23148,7.89,350,380
SHOES,HD - 593,100,0,280
SHOES,JK - 6,100,0,750
SHOES,JK - 7,100,0,750
SHOES,HK - 18,100,0,280
SHOES,HK - 07,100,0,280
SHOES,HK - 32,100,0,280
SHOES,KS - 21771,10.71,250,280
SHOES,KS - 21649,10.71,250,280
SHOES,KQ - 21820,10.71,250,280
SHOES,KQ - 23167,6.06,310,330
SHOES,KQ - 33188,8.57,320,350
SHOES,KQ - 33223,8.57,320,350
SHOES,KQ  - 33190,8.57,320,350
SHOES,KQ - 23132,6.67,420,450
SHOES,KQ - 33260,6.06,310,330
SHOES,KQ - 33194,6.06,310,330
SHOES,HK - 20,10.71,250,280
SHOES,KQ - 23099,100,0,330
SHOES,KC - 25148,100,0,380
SHOES,D - 2245,100,0,330
SHOES,HK - 12,100,0,280
SHOES,KQ - 22917,100,0,330
SHOES,KQ - 23019,100,0,320
SHOES,KS - 21549,100,0,280
SHOES,KS - 21825,100,0,280
SHOES,KS - 21834,100,0,280
SHOES,9093 - 8,11.54,230,260
SHOES,9093 - 16,11.54,230,260
SHOES,9093 - 15,11.54,230,260
SHOES,AK - 048,100,0,300
SHOES,9093 - 39,11.54,230,260
SHOES,L - 0019,100,0,330
SHOES,KS - 017,100,0,330
SHOES,B - 811,100,0,330
SHOES,8281 - 145,11.54,230,260
SHOES,9093 - 69,11.54,230,260
SHOES,KQ - 23178,8.57,320,350
SHOES,8248 - 92,11.54,230,260
SHOES,SS - 50,10.71,250,280
SHOES,GM - 15,100,0,300
SHOES,KQ - 23138,8.57,320,350
SHOES,MEN SLIDE 2,11.11,320,360
SHOES,305 - 41,100,0,380
SHOES,9093 - 17,11.54,230,260
SHOES,KIDS TANA,33.33,120,180
SHOES,ARIEL DOLL,0,250,250
SHOES,KQ - 33207,6.06,310,330
SHOES,KS - 21620,10.71,250,280
SHOES,BTT - 385,-5,210,200
SHOES,hj - 6,10.71,250,280
SHOES,kq - 23180,8.57,320,350
SHOES,BTT - 384,16,210,250
SHOES,KS - 21739,10.71,250,280
SHOES,KQ - 23179,6.06,310,330
SHOES,KQ - 33198,11.06,311.27,350
SHOES,KQ - 33249,6.06,310,330
SHOES,KQ - 23168,8.57,320,350
SHOES,KQ - 33186,8.57,320,350
SHOES,KS - 21837,10.71,250,280
SHOES,KQ - 33215,6.06,310,330
SHOES,KS - 21845,10.71,250,280
SHOES,KS -  21742,10,270,300
SHOES,KS - 21843,10.71,250,280
SHOES,KQ - 33204,6.06,310,330
SHOES,KQ - 23181,8.57,320,350
SHOES,KQ  - 23177,8.57,320,350
SHOES,SEP - 241,100,0,250
SHOES,T - BX19,25,210,280
SHOES,T - BX30,16,210,250
SHOES,8281 - 157,11.54,230,260
SHOES,MAX MEN SLIDES,12,220,250
SHOES,SS - 41SS - 41,24,190,250
SHOES,KS - 21752,10.71,250,280
SHOES,SS - 40,24,190,250
SHOES,B - CX170,10,270,300
SHOES,CX - 239,16,210,250
SHOES,KQ - 22881,100,0,320
SHOES,KS - 21818,100,0,280
SHOES,N - 351,100,0,380
SHOES,KS - 21836,100,0,280
SHOES,KS - 21844,10.71,250,280
SHOES,LT - 22289,100,0,330
SHOES,SY - 752,6.06,310,330
SHOES,SY - 727,6.06,310,330
SHOES,KS - 21655,100,0,280
SHOES,LT - 22274,100,0,330
SHOES,SY - 755,6.06,310,330
SHOES,JM21 - 6,100,0,300
SHOES,KS - 21754,100,0,300
SHOES,KS - 21602,100,0,280
SHOES,KQ - 23012,100,0,320
SHOES,WQ - 3998,100,0,320
SHOES,KS - 21850,100,0,280
SHOES,KS - 21614,100,0,280
SHOES,KC - 25167,100,0,380
SHOES,KS - 21816,100,0,280
SHOES,WQ - 4004,100,0,320
SHOES,8248 - 108,100,0,380
SHOES,Q - 23,100,0,350
SHOES,9093 - 6,100,0,260
SHOES,KQ - 33230,100,0,350
SHOES,6071 - 98,11.54,230,260
SHOES,XL - 2117,100,0,330
SHOES,L2054 - 2,100,0,280
SHOES,GD - SLIDE,100,0,250
SHOES,LD - 2202,100,0,530
SHOES,WQ - 3997,100,0,320
SHOES,HK - 11,100,0,280
SHOES,KQ - 33218,100,0,330
SHOES,KQ - 23163,100,0,350
SHOES,KQ - 33193,100,0,350
SHOES,KQ - 33217,6.06,310,330
SHOES,9098 - 11,100,0,260
SHOES,9093 - 38,100,0,260
SHOES,WQ - 4005,100,0,320
SHOES,KQ - 33127,100,0,330
SHOES,KQ - 33208,100,0,330
SHOES,DA - 8190,100,0,380
SHOES,GB - 72,100,0,350
SHOES,GB - 52,100,0,300
SHOES,N - 352,100,0,380
SHOES,N - 350,100,0,380
SHOES,SY - 711,100,0,330
SHOES,JK - 8,100,0,850
SHOES,SY - 740,100,0,330
SHOES,DB - 9183,100,0,280
SHOES,GB - 62,100,0,330
SHOES,KQ - 23118,100,0,350
SHOES,SY - 714,100,0,330
SHOES,KQ - 23103,100,0,350
SHOES,KS - 21823,100,0,280
SHOES,KQ - 22800,100,0,380
SHOES,BABOO CROCK 36 -41,100,0,550
SHOES,G - 60,100,0,280
SHOES,SY - 122,100,0,330
SHOES,Assorted kids dolls,26.67,220,300
SHOES,JK - 9,11.76,750,850
SHOES,AK - 047,10.71,250,280
SHOES,HK - 15,100,0,280
SHOES,LC - 2202,100,0,550
SHOES,l - 2202,100,0,500
SHOES,AK - 045,17.86,230,280
SHOES,KIDS SPORTS,100,0,550
SHOES,AK - 041,100,0,300
SHOES,AK - 039,100,0,300
SHOES,HK -05,100,0,280
SHOES,AK - 036,100,0,300
SHOES,JG - 4,100,0,300
SHOES,9093 - 70,11.54,230,260
SHOES,JA - 10,100,0,280
SHOES,DA - 8163,100,0,350
SHOES,DA - 8203,100,0,330
SHOES,9093 - 4,11.54,230,260
SHOES,9093 - 33,11.54,230,260
SHOES,9093 - 13,11.54,230,260
SHOES,9093 - 18,11.54,230,260
SHOES,9093 - 12,11.54,230,260
SHOES,SY - 708,6.06,310,330
SHOES,SY - 595,7.89,350,380
SHOES,JF - 6,12,220,250
SHOES,SY - 596,18.42,310,380
SHOES,MK - 28,15.56,380,450
SHOES,BTT - 1803,10.71,250,280
SHOES,6071 - 90,11.54,230,260
SHOES,MK - 26,15.56,380,450
SHOES,SX - 1,7.89,350,380
SHOES,SX - 10,7.89,350,380
SHOES,LT - 22261,100,0,330
SHOES,KQ - 23077,100,0,330
SHOES,B- 768,16.67,250,300
SHOES,KQ - 23161,100,0,330
SHOES,KQ - 23151,100,0,330
SHOES,JF - 16,10.71,250,280
SHOES,SY - 707,6.06,310,330
SHOES,MK - 20,15.56,380,450
SHOES,KS - 078,13.33,260,300
SHOES,J - 05,12,220,250
SHOES,HJ - 20,10.71,250,280
SHOES,HJ - 25,10.71,250,280
SHOES,HJ - 29,10.71,250,280
SHOES,KQA - 2537,8.57,320,350
SHOES,KQ - 22816,7.89,350,380
SHOES,8281 - 112,11.54,230,260
SHOES,8281 - 141,11.54,230,260
SHOES,8281 - 156,11.54,230,260
SHOES,HJ - 30,10.71,250,280
SHOES,WQ - 3849,9.38,290,320
SHOES,KQA - 2395,9.09,300,330
SHOES,KQ - 23174,8.57,320,350
SHOES,8281 - 143,11.54,230,260
SHOES,8281 - 134,11.54,230,260
SHOES,8281 - 153,11.54,230,260
SHOES,KS - 21716,10,270,300
SHOES,KQ - 22904,8.57,320,350
SHOES,KQ - 23173,11.43,310,350
SHOES,KQ - 23123,8.57,320,350
SHOES,KQ - 23139,8.57,320,350
SHOES,AK - 018,10.71,250,280
SHOES,AK - 010,10,270,300
SHOES,D - 2137,9.09,300,330
SHOES,X - 15,100,0,380
SHOES,X - 15 MULES,17.97,311.7,380
SHOES,D - 2237,9.09,300,330
SHOES,KS - 062,9.09,300,330
SHOES,D - 2255,24.24,250,330
SHOES,AK - 019,10.71,250,280
SHOES,D - 2259,9.09,300,330
SHOES,KQ - 23081,5.71,330,350
SHOES,KQ - 23089,5.71,330,350
SHOES,KQ - 23141,5.71,330,350
SHOES,KC - 25057,25,150,200
SHOES,KC - 25087,25,150,200
SHOES,AK - 009,10,270,300
SHOES,AK - 005,10.71,250,280
SHOES,B - 737,6.06,310,330
SHOES,VV - 21,10,270,300
SHOES,X - 10,7.89,350,380
SHOES,8281 - 126,11.54,230,260
SHOES,8281 - 138,11.54,230,260
SHOES,8281 - 131,11.54,230,260
SHOES,KURT - 22,100,0,800
SHOES,8281 - 127,11.54,230,260
SHOES,KQ - 23140,100,0,350
SHOES,KQ - 23131,100,0,330
SHOES,LT -  22268,100,0,350
SHOES,8281 - 109,16.67,250,300
SHOES,KURT MEN RUBBER,14.29,300,350
SHOES,X - 05,17.56,313.27,380
SHOES,X - 08,21.05,300,380
SHOES,A - 13 SLIDES,7.89,350,380
SHOES,L - 0016,9.09,300,330
SHOES,KS - 035,9.09,300,330
SHOES,8281 - 130,11.54,230,260
SHOES,8281 - 124,11.54,230,260
SHOES,8281 - 72,11.54,230,260
SHOES,U - 2243,9.09,300,330
SHOES,8281 - 84,11.54,230,260
SHOES,8281 - 151,11.54,230,260
SHOES,9093 - 20,8,230,250
SHOES,8281 - 146,100,0,260
SHOES,8286 - 15,100,0,300
SHOES,8281 -  147,100,0,260
SHOES,8281 - 52,100,0,260
SHOES,KQ - 23069,11.43,310,350
SHOES,KQ - 22803,6.06,310,330
SHOES,LT - 21142,10,270,300
SHOES,8281 - 102,11.54,230,260
SHOES,KQ - 23154,6.06,310,330
SHOES,JHT - 4A,7.5,370,400
SHOES,GM - 13,10.71,250,280
SHOES,FUNCY CROCKS,100,0,350
SHOES,KS - T07 - 2,12.5,280,320
SHOES,KS - T05 - 2,12.5,280,320
SHOES,GM - 1,7.89,350,380
SHOES,GM - 2,7.89,350,380
SHOES,JHT - 8A,7.5,370,400
SHOES,JHT - 9A,12.5,350,400
SHOES,JHT - 12A,6.67,420,450
SHOES,KS - 21675,100,0,300
SHOES,BTT - 382,-950,210,20
SHOES,BTT - 383,-5,210,200
SHOES,KQ - 23165,8.57,320,350
SHOES,BTT - 386,-5,210,200
SHOES,HJ - 2,10.71,250,280
SHOES,AK - 023,100,0,280
SHOES,KQ - 33192,8.57,320,350
SHOES,BTT - 381,-5,210,200
SHOES,SS - 53,10.71,250,280
SHOES,KS - 21750,10,270,300
SHOES,LT - 21094,10,270,300
SHOES,KQ - 22888,8.57,320,350
SHOES,LT - 21117,10,270,300
SHOES,KS - 21717,10.71,250,280
SHOES,KQ - 23175,8.57,320,350
SHOES,GM - 17,10.71,250,280
SHOES,KC - 25130,16,210,250
SHOES,BABY -  SAFARI,33.33,200,300
SHOES,KQ -  - 23033,6.06,310,330
SHOES,66 - 100,6.06,310,330
SHOES,KS - T01 -3,100,0,320
SHOES,66 - 108,6.06,310,330
SHOES,AK -027,100,0,300
SHOES,AK - 025,10,270,300
SHOES,HJ - 18,10.71,250,280
SHOES,66 - 107,6.06,310,330
SHOES,KS - T05 - 3,12.5,280,320
SHOES,KS - T04 -3,12.5,280,320
SHOES,KS -- T01 - 2,12.5,280,320
SHOES,HJ - 28,10.71,250,280
SHOES,305 - 11,7.89,350,380
SHOES,WQ - 3823,9.38,290,320
SHOES,8281 - 116,11.54,230,260
SHOES,KQ - 23005,100,0,320
SHOES,AK - 034,10.71,250,280
SHOES,AK - 006,10,270,300
SHOES,AK - 030,10.71,250,280
SHOES,AK - 028,10,270,300
SHOES,AK - 032,10,270,300
SHOES,HJ - 1,10.71,250,280
SHOES,D - 3203 - 2,12.5,280,320
SHOES,HJ - 19,10.71,250,280
SHOES,D - 243,9.09,300,330
SHOES,HJ - 3,10.71,250,280
SHOES,D - 273 - 3,12.5,280,320
SHOES,KS - T04 - 2,12.5,280,320
SHOES,D - 3203 - 3,12.5,280,320
SHOES,D - 273 - 2,12.5,280,320
SHOES,FASHION CROCKS,100,0,600
SHOES,KS - 023,9.09,300,330
SHOES,B - 821,9.09,300,330
SHOES,D - 3155,9.09,300,330
SHOES,KC - 25128,12,220,250
SHOES,AK - 027,10,270,300
SHOES,D - 2260,9.09,300,330
SHOES,B - 801,9.09,300,330
SHOES,KS - 068,9.09,300,330
SHOES,KS - 070,9.09,300,330
SHOES,KS - 012,9.09,300,330
SHOES,GUCCI  SLIDE LADIES,20,200,250
SHOES,SHORT BIKERS,100,0,183.33
SHOES,8249 - 10,11.54,230,260
SHOES,AB - 5,13.33,390,450
SHOES,KQ  - 33270,100,0,330
SHOES,KID - 20-26,100,0,550
SHOES,9093 - 121,11.54,230,260
SHOES,8248 - 112,8.57,320,350
SHOES,8349 - 2,11.54,230,260
SHOES,9093 - 77,11.54,230,260
SHOES,9093 - 115,11.54,230,260
SHOES,8137 - 112,100,0,260
SHOES,AB - 11,13.33,390,450
SHOES,SY - 602,100,0,330
SHOES,LEOPARD,100,0,"1,100.00"
SHOES,SY - 734,100,0,330
SHOES,HT - 3B,100,0,320
SHOES,KQ 33336,100,0,330
SHOES,JHT - 20,100,0,330
SHOES,AB - 4,22,390,500
SHOES,AB - 12,13.33,390,450
SHOES,KC - 25162,8.57,320,350
SHOES,KURT - 50D,100,0,900
SHOES,KQ -  33302,6.06,310,330
SHOES,KS - 21865,10.71,250,280
SHOES,KQ 33452,0,320,320
SHOES,PR - 6,100,0,280
SHOES,8137 - 129,100,0,260
SHOES,KS - 21847,10.71,250,280
SHOES,KQ - 33228,8.57,320,350
SHOES,JT036,6.67,280,300
SHOES,KQ - 33452,100,0,350
SHOES,KQ - 33269,6.06,310,330
SHOES,KQ - 33451,8.57,320,350
SHOES,HT - 1B,100,0,320
SHOES,YC - 23004,11.54,230,260
SHOES,KS - 21869,10.71,250,280
SHOES,KS - 21848,10.71,250,280
SHOES,KQ - 33304,6.06,310,330
SHOES,KQ - 33279,6.06,310,330
SHOES,KQ - 33221,6.06,310,330
SHOES,KS - 21607,10.71,250,280
SHOES,KQ - 33274,6.06,310,330
SHOES,KS - 21842,10.71,250,280
SHOES,KQ - 33317,6.06,310,330
SHOES,KC - 25159,7.89,350,380
SHOES,BOXER BABY XL,100,0,"1,600.00"
SHOES,KQ - 33438,6.06,310,330
SHOES,KS - 21810,10.71,250,280
SHOES,KQ - 33271,6.06,310,330
SHOES,KQ- 23110,6.25,300,320
SHOES,KS - 21849,10.71,250,280
SHOES,KS - 21855,10.71,250,280
SHOES,KS - 21826,10.71,250,280
SHOES,KS - 21824,10.71,250,280
SHOES,KQ - 33238,100,0,330
SHOES,KQ - 33358,8.57,320,350
SHOES,KQ - 33318,6.06,310,330
SHOES,KQ - 33272,6.06,310,330
SHOES,KQ - 22985,6.67,420,450
SHOES,KQ - 33312,6.06,310,330
SHOES,JT - 074,100,0,280
SHOES,JT - 073,100,0,280
SHOES,JT - 075,100,0,280
SHOES,8248 - 125,100,0,260
SHOES,9098 - 20,100,0,260
SHOES,SS - 59,100,0,260
SHOES,MEN BOOT - 2,100,0,750
SHOES,SS - 52,100,0,260
SHOES,9093 - 26,11.54,230,260
SHOES,SS - 56,100,0,260
SHOES,D - 240 -2,12.5,280,320
SHOES,KS - 056,9.09,300,330
SHOES,KQ - 33219,6.06,310,330
SHOES,SY - 603,100,0,330
SHOES,KQ - 33240,6.06,310,330
SHOES,9098 - 18,100,0,260
SHOES,SS - 60,100,0,260
SHOES,8137 - 125,100,0,260
SHOES,KC -  25156,7.89,350,380
SHOES,9093 - 130,100,0,260
SHOES,KQ - 33201,6.06,310,330
SHOES,KQ - 33333,6.06,310,330
SHOES,KQ - 33344,6.06,310,330
SHOES,KQ - 33348,6.06,310,330
SHOES,KS - 21877,10.71,250,280
SHOES,KQ -  33397,8.57,320,350
SHOES,KS - 21830,10.71,250,280
SHOES,KQ - 33393,6.06,310,330
SHOES,KQ - 33350,6.06,310,330
SHOES,KQ - 33351,6.06,310,330
SHOES,KQ - 33417,6.06,310,330
SHOES,KQ - 23064,9.09,300,330
SHOES,TN - 306,100,0,200
SHOES,KQ - 33235,6.06,310,330
SHOES,KS - 21890,10.71,250,280
SHOES,KQ - 33313,6.06,310,330
SHOES,KS - 21880,10.71,250,280
SHOES,KS - 21884,10.71,250,280
SHOES,YC - 23003,8,230,250
SHOES,KS - 21900,10.71,250,280
SHOES,KQ -  23109,9.09,300,330
SHOES,SPORTS MEN SLIDE,100,0,400
SHOES,8249 - 30,100,0,260
SHOES,8249 - 18,100,0,260
SHOES,9093 - 106,100,0,260
SHOES,8249 - 11,100,0,260
SHOES,MG - 027,100,0,280
SHOES,MG - 003,100,0,280
SHOES,MG - 023,100,0,280
SHOES,9093 - 134,100,0,300
SHOES,MG - 002,100,0,280
SHOES,9098 - 38,100,0,260
SHOES,KQ - 33303,6.06,310,330
SHOES,KQ - 33396,6.06,310,330
SHOES,KQ - 33324,6.06,310,330
SHOES,8281 - 128,100,0,260
SHOES,MEN SLIDE 3,100,0,300
SHOES,9093 - 138,14.81,230,270
SHOES,8249 - 25,100,0,260
SHOES,KQ - 33334,6.06,310,330
SHOES,KS - 21891,10.71,250,280
SHOES,AK - 050,10.71,250,280
SHOES,HK - 10,10.71,250,280
SHOES,KL - 09,9.09,300,330
SHOES,HK - 39,10.71,250,280
SHOES,UG - B30,9.09,300,330
SHOES,KL - 12,9.09,300,330
SHOES,HK - 48,10,270,300
SHOES,AK - 052,17.86,230,280
SHOES,HK - 22,10.71,250,280
SHOES,HK - 09,10.71,250,280
SHOES,8249 - 13,11.54,230,260
SHOES,9093 - 123,11.54,230,260
SHOES,B - 820,9.09,300,330
SHOES,305 - 44,100,0,380
SHOES,HK - 36,10.71,250,280
SHOES,AK - 063,10.71,250,280
SHOES,U - 2249,9.09,300,330
SHOES,9093 - 108,11.54,230,260
SHOES,8137 - 128,100,0,260
SHOES,HK - 17,10.71,250,280
SHOES,9093 - 143,100,0,260
SHOES,MEN WIPE GO,100,0,250
SHOES,9093 - 116,100,0,260
SHOES,9093 - 132,100,0,260
SHOES,8249 - 5,100,0,260
SHOES,9093 -144,11.54,230,260
SHOES,MOYO  DOLL,100,0,330
SHOES,TN - 99,30,105,150
SHOES,9093 - 142,100,0,260
SHOES,9093 - 144,100,0,260
SHOES,KQ - 23063,6.25,300,320
SHOES,YC -  23002,12,220,250
SHOES,KS - 21871,10.71,250,280
SHOES,HK - 59,10,270,300
SHOES,KS - 21797,10.71,250,280
SHOES,C - 15,100,0,280
SHOES,8249 - 8,100,0,260
SHOES,C - 13,100,0,280
SHOES,KQ - 22974,11.11,400,450
SHOES,KS - 21786,0,230,0
SHOES,KQ - 23032,12.12,290,330
SHOES,BIBI KIDS SNEAKER,100,0,450
SHOES,KQ - 23035,100,0,350
SHOES,KQ - 33239,100,0,330
SHOES,KQ - 33259,100,0,350
SHOES,KQ - 33248,6.06,310,330
SHOES,HK - 33,100,0,280
SHOES,HK - 29,100,0,280
SHOES,KQ - 23147,100,0,430
SHOES,KL - 16,100,0,330
SHOES,KQ - 33189,8.57,320,350
SHOES,KIDS SNEAKERS A,-76,440,250
SHOES,KQ - 33285,0,310,310
SHOES,KC - 25168,7.89,350,380
SHOES,KQ - 33183,0,310,310
SHOES,KS - 21783,100,0,280
SHOES,KQ  - 33226,100,0,330
SHOES,DA - 8218,100,0,380
SHOES,KID SNEAKER C,6,470,500
